image_id,gender,age,headshape,hair,hair_type,hair_color,forehead_occlusion,eyebrow_size,eyebrow_shape,eyes_color,eyes_size,eyes_shape,bags_under_eyes,narrow_eyes,eye_makeup,eyes_occlusion,nose_size,lips_size,lipstick,mouth_open,chin_shape,mustache,beard,goatee,sideburns,makeup,skin,expression,smile,glasses,hat
04469.jpg,man,young,oval head,,straight hair,black hair,,normal eyebrow,straight eyebrow,brown eyes,normal eyes,almond eyes,,narrow eyes,,eyes occlusion,,,,closed mouth,,,,,,less makeup,fair skin,neutral,,,
03498.jpg,woman,aged,round head,receding hair,wavy hair,black hair,,normal eyebrow,straight eyebrow,brown eyes,normal eyes,almond eyes,,,eye makeup,,,big lips,lipstick,open mouth,,,,,,less makeup,white skin,happiness,happy,,
00807.jpg,female,young,round head,,straight hair,blonde hair,,thin eyebrow,angled eyebrow,blue eyes,small eyes,deep set eyes,bags under eyes,,eye makeup,,,,lipstick,closed mouth,,,,,,less makeup,white skin,happiness,smile,,
02426.jpg,woman,young,oval head,,,brown hair,,thin eyebrow,round eyebrow,black eyes,normal eyes,almond eyes,bags under eyes,,eye makeup,,,,lipstick,closed mouth,,,,,,heavy makeup,fair skin,neutral,,,
04616.jpg,female,young,triangle head,,,blonde hair,,thin eyebrow,angled eyebrow,blue eyes,big eyes,upturned eyes,bags under eyes,,eye makeup,,bulbous nose,,,closed mouth,,,,,,less makeup,white skin,happiness,,,
02991.jpg,female,young,round head,,wavy hair,brown hair,,normal eyebrow,angled eyebrow,gray eyes,normal eyes,upturned eyes,,,eye makeup,,pointy nose,big lips,lipstick,open mouth,,,,,,heavy makeup,white skin,happiness,smile,,
01433.jpg,woman,young,triangle head,,wavy hair,brown hair,,normal eyebrow,angled eyebrow,blue eyes,normal eyes,deep set eyes,,,eye makeup,,pointy nose,big lips,lipstick,open mouth,,,,,,heavy makeup,white skin,happiness,happy,,
00620.jpg,female,young,oval head,,wavy hair,blond hair,,thick eyebrow,straight eyebrow,blue eyes,normal eyes,upturned eyes,,,eye makeup,,pointy nose,full lips,lipstick,closed mouth,,,,,,heavy makeup,fair skin,neutral,,,
04021.jpg,woman,young,square head,,straight hair,brown hair,,thin eyebrow,round eyebrow,black eyes,small eyes,deep set eyes,bags under eyes,,eye makeup,,,thick lips,lipstick,open mouth,,,,,,heavy makeup,pale skin,neutral,,,
04313.jpg,man,aged,round head,,,brown hair,,normal eyebrow,straight eyebrow,black eyes,small eyes,deep set eyes,bags under eyes,,,,big nose,,,closed mouth,,,,,,less makeup,white skin,happiness,smile,,
02169.jpg,male,young,round head,,,black hair,,thin eyebrow,round eyebrow,black eyes,small eyes,deep set eyes,,,eye makeup,,big nose,full lips,,open mouth,,,beard,goatee,,less makeup,white skin,happiness,smile,,
02730.jpg,female,young,triangle head,,wavy hair,black hair,,thick eyebrow,straight eyebrow,brown eyes,small eyes,almond eyes,bags under eyes,,eye makeup,,,,lipstick,open mouth,,,,,,heavy makeup,fair skin,happiness,happy,,
04834.jpg,woman,young,square head,,wavy hair,black hair,,normal eyebrow,straight eyebrow,blue eyes,small eyes,almond eyes,bags under eyes,,eye makeup,,big nose,big lips,lipstick,closed mouth,,,,,,less makeup,white skin,happiness,happy,,
03428.jpg,man,young,oval head,,straight hair,black hair,,bushy eyebrow,straight eyebrow,black eyes,normal eyes,upturned eyes,bags under eyes,,eye makeup,,bulbous nose,big lips,,closed mouth,,,,,,less makeup,white skin,happiness,smile,,
04523.jpg,woman,young,oval head,,wavy hair,black hair,,thin eyebrow,straight eyebrow,brown eyes,normal eyes,deep set eyes,,,eye makeup,,bulbous nose,,lipstick,closed mouth,,,,,,heavy makeup,white skin,happiness,happy,,
01292.jpg,man,old,round head,bald,,gray hair,,thin eyebrow,straight eyebrow,black eyes,small eyes,deep set eyes,bags under eyes,narrow eyes,,,big nose,,,closed mouth,,,beard,goatee,,less makeup,fair skin,happiness,happy,spectacles,
02259.jpg,man,young,oval head,,,black hair,,thick eyebrow,straight eyebrow,black eyes,small eyes,almond eyes,,,eye makeup,,,full lips,,open mouth,,,,,,less makeup,wheat colour skin,neutral,,,
01921.jpg,male,young,round head,,,brown hair,,normal eyebrow,straight eyebrow,blue eyes,small eyes,almond eyes,,narrow eyes,eye makeup,,bulbous nose,,,closed mouth,,,,,,less makeup,white skin,happiness,smile,,
01460.jpg,man,young,round head,bald,,brown hair,,normal eyebrow,round eyebrow,blue eyes,small eyes,deep set eyes,bags under eyes,,,,big nose,thick lips,,open mouth,double chin,,beard,,,less makeup,white skin,happiness,smile,,
04418.jpg,female,young,oval head,receding hair,,brown hair,,thin eyebrow,round eyebrow,brown eyes,small eyes,upturned eyes,bags under eyes,,eye makeup,,big nose,big lips,,open mouth,,,,,,less makeup,wheat colour skin,happiness,happy,,
01280.jpg,male,young,oval head,,straight hair,brown hair,,normal eyebrow,round eyebrow,brown eyes,small eyes,deep set eyes,bags under eyes,,,,,big lips,,closed mouth,,mustache,beard,goatee,sideburns,less makeup,fair skin,neutral,,,
00083.jpg,woman,young,triangle head,,wavy hair,blonde hair,,normal eyebrow,round eyebrow,blue eyes,normal eyes,almond eyes,bags under eyes,,eye makeup,,big nose,,lipstick,open mouth,,,,,,heavy makeup,pale skin,happiness,happy,,
02354.jpg,female,young,oval head,,wavy hair,black hair,,bushy eyebrow,straight eyebrow,black eyes,normal eyes,almond eyes,bags under eyes,,eye makeup,,,thick lips,lipstick,closed mouth,,,,,,wearing makeup,fair skin,neutral,,,
03444.jpg,woman,young,round head,,wavy hair,black hair,,normal eyebrow,straight eyebrow,black eyes,normal eyes,deep set eyes,,narrow eyes,eye makeup,,,full lips,lipstick,open mouth,,,,,,heavy makeup,brown skin,happiness,smile,,
04445.jpg,male,young,oval head,,straight hair,brown hair,,thick eyebrow,straight eyebrow,gray eyes,small eyes,deep set eyes,bags under eyes,,eye makeup,,bulbous nose,,,open mouth,,,beard,,,less makeup,fair skin,happiness,smile,,
02166.jpg,man,young,round head,,,brown hair,,normal eyebrow,round eyebrow,black eyes,normal eyes,deep set eyes,,,eye makeup,,,,,closed mouth,,,beard,,,less makeup,fair skin,happiness,happy,sunglasses,
04863.jpg,woman,young,oval head,,straight hair,blonde hair,,normal eyebrow,angled eyebrow,brown eyes,normal eyes,downturned eyes,,,eye makeup,,,big lips,lipstick,closed mouth,,,,,,wearing makeup,white skin,happiness,happy,,
02571.jpg,man,young,square head,,,brown hair,,thick eyebrow,straight eyebrow,blue eyes,normal eyes,deep set eyes,bags under eyes,,eye makeup,,,,,closed mouth,,,,,,less makeup,white skin,happiness,,spectacles,
02117.jpg,man,young,round head,,,brown hair,,normal eyebrow,straight eyebrow,gray eyes,small eyes,almond eyes,bags under eyes,,eye makeup,,bulbous nose,full lips,,open mouth,,,,,,less makeup,white skin,happiness,happy,,
03757.jpg,female,young,oval head,,straight hair,black hair,,thin eyebrow,angled eyebrow,brown eyes,small eyes,almond eyes,,,eye makeup,,big nose,thick lips,lipstick,closed mouth,,,,,,heavy makeup,white skin,happiness,happy,,
01827.jpg,man,aged,square head,,straight hair,brown hair,,normal eyebrow,round eyebrow,blue eyes,normal eyes,deep set eyes,bags under eyes,,,,,,,open mouth,,,,,,less makeup,pale skin,happiness,,,
04257.jpg,man,young,rectangle head,,wavy hair,brown hair,,normal eyebrow,straight eyebrow,brown eyes,small eyes,downturned eyes,bags under eyes,,eye makeup,,,big lips,,open mouth,,,,,,less makeup,white skin,happiness,,,
02705.jpg,man,young,triangle head,,,black hair,,thick eyebrow,angled eyebrow,blue eyes,small eyes,downturned eyes,,,eye makeup,,,full lips,,closed mouth,,,beard,,,less makeup,black skin,happiness,,,
04705.jpg,woman,young,square head,,wavy hair,black hair,,thin eyebrow,angled eyebrow,blue eyes,big eyes,upturned eyes,,,eye makeup,,,,lipstick,open mouth,,,,,,less makeup,white skin,happiness,,,
04754.jpg,male,young,rectangle head,,,,forehead occlusion,thick eyebrow,straight eyebrow,black eyes,small eyes,deep set eyes,,narrow eyes,,,big nose,thick lips,,closed mouth,,mustache,beard,,,less makeup,black skin,neutral,,,hat
04591.jpg,male,old,oval head,,wavy hair,black hair,,normal eyebrow,straight eyebrow,brown eyes,small eyes,deep set eyes,,,eye makeup,,bulbous nose,,,open mouth,,mustache,beard,goatee,sideburns,less makeup,white skin,happiness,smile,,
00901.jpg,woman,young,oval head,,,black hair,,normal eyebrow,angled eyebrow,brown eyes,normal eyes,almond eyes,,,eye makeup,,pointy nose,,lipstick,closed mouth,,,,,,heavy makeup,wheat colour skin,neutral,,,
03300.jpg,man,old,oval head,,straight hair,black hair,,thin eyebrow,angled eyebrow,black eyes,small eyes,deep set eyes,bags under eyes,narrow eyes,,,big nose,,,open mouth,,,,,,less makeup,wheat colour skin,happiness,smile,spectacles,
03211.jpg,man,aged,round head,,,brown hair,,thick eyebrow,straight eyebrow,blue eyes,small eyes,downturned eyes,bags under eyes,,,,big nose,,,open mouth,,,beard,goatee,,less makeup,white skin,happiness,smile,,
03144.jpg,woman,young,oval head,,wavy hair,blonde hair,,thin eyebrow,round eyebrow,gray eyes,small eyes,upturned eyes,,,eye makeup,,pointy nose,full lips,lipstick,open mouth,,,,,,wearing makeup,white skin,happiness,smile,,
02330.jpg,female,young,round head,,,brown hair,,thin eyebrow,angled eyebrow,green eyes,big eyes,almond eyes,,,eye makeup,,pointy nose,full lips,lipstick,open mouth,,,,,,wearing makeup,white skin,happiness,happy,,
02016.jpg,female,young,oval head,,straight hair,black hair,,thin eyebrow,straight eyebrow,black eyes,small eyes,almond eyes,,,eye makeup,,pointy nose,,lipstick,open mouth,,,,,,wearing makeup,white skin,happiness,happy,,
04407.jpg,female,young,rectangle head,,wavy hair,blonde hair,,thick eyebrow,straight eyebrow,brown eyes,normal eyes,deep set eyes,,,eye makeup,,pointy nose,big lips,lipstick,open mouth,,,,,,heavy makeup,pale skin,happiness,smile,,
02761.jpg,man,young,square head,,,brown hair,,thin eyebrow,straight eyebrow,green eyes,big eyes,almond eyes,,,eye makeup,,big nose,,,closed mouth,,,,,,less makeup,white skin,neutral,,,
03642.jpg,man,young,oval head,,wavy hair,brown hair,,normal eyebrow,round eyebrow,black eyes,normal eyes,almond eyes,bags under eyes,,,,,,,closed mouth,,,beard,,,less makeup,fair skin,neutral,,,
03349.jpg,man,aged,round head,,straight hair,black hair,,thin eyebrow,straight eyebrow,black eyes,small eyes,almond eyes,,,eye makeup,,,,,closed mouth,double chin,mustache,beard,goatee,,less makeup,white skin,neutral,,sunglasses,
04622.jpg,man,old,oval head,,,brown hair,,thin eyebrow,round eyebrow,black eyes,normal eyes,almond eyes,bags under eyes,,,,bulbous nose,,,closed mouth,,,,,,less makeup,wheat colour skin,neutral,,,
01759.jpg,woman,aged,oval head,,wavy hair,brown hair,,thin eyebrow,round eyebrow,black eyes,normal eyes,almond eyes,,,eye makeup,,,thick lips,lipstick,open mouth,,,,,,heavy makeup,white skin,happiness,smile,,
04410.jpg,man,young,triangle head,,straight hair,black hair,,thick eyebrow,straight eyebrow,blue eyes,small eyes,upturned eyes,bags under eyes,,eye makeup,,bulbous nose,,,open mouth,,,,,,less makeup,fair skin,happiness,smile,,
00972.jpg,male,aged,oval head,,,black hair,,normal eyebrow,angled eyebrow,black eyes,small eyes,almond eyes,,,,,bulbous nose,,,closed mouth,,,beard,,,less makeup,wheat colour skin,neutral,,,
03195.jpg,woman,young,oval head,,straight hair,black hair,,normal eyebrow,straight eyebrow,black eyes,small eyes,deep set eyes,,,eye makeup,,pointy nose,big lips,lipstick,closed mouth,,,,,,wearing makeup,white skin,neutral,,,
02814.jpg,man,aged,round head,,wavy hair,black hair,,normal eyebrow,straight eyebrow,blue eyes,small eyes,deep set eyes,bags under eyes,,,,big nose,thick lips,,open mouth,,,beard,goatee,,less makeup,fair skin,happiness,smile,,
01343.jpg,male,young,triangle head,,straight hair,brown hair,,bushy eyebrow,round eyebrow,blue eyes,small eyes,deep set eyes,bags under eyes,narrow eyes,,,,,,open mouth,,,beard,,,less makeup,white skin,happiness,smile,,
02603.jpg,female,young,oval head,,straight hair,blonde hair,,thick eyebrow,round eyebrow,gray eyes,normal eyes,downturned eyes,,,eye makeup,,pointy nose,,lipstick,open mouth,,,,,,wearing makeup,fair skin,happiness,smile,,
00884.jpg,man,young,round head,,,black hair,,thick eyebrow,straight eyebrow,blue eyes,small eyes,upturned eyes,,,,,big nose,,,closed mouth,,,beard,goatee,,less makeup,wheat colour skin,happiness,happy,,
00286.jpg,woman,young,oval head,receding hair,wavy hair,black hair,,thin eyebrow,round eyebrow,black eyes,small eyes,almond eyes,,,,,,thick lips,lipstick,open mouth,,,,,,heavy makeup,black skin,happiness,,,
00021.jpg,woman,young,square head,,wavy hair,blonde hair,,thin eyebrow,round eyebrow,brown eyes,normal eyes,upturned eyes,,,eye makeup,,,,,open mouth,,,,,,less makeup,white skin,neutral,,,
04935.jpg,male,young,oval head,,,,forehead occlusion,thick eyebrow,round eyebrow,green eyes,normal eyes,almond eyes,,,eye makeup,,pointy nose,big lips,,closed mouth,,,beard,,,less makeup,white skin,neutral,,,hat
00169.jpg,man,young,triangle head,,,black hair,,normal eyebrow,straight eyebrow,black eyes,small eyes,deep set eyes,bags under eyes,,,,big nose,,,open mouth,,,beard,,,less makeup,brown skin,happiness,happy,spectacles,
01905.jpg,male,young,oval head,,,black hair,,normal eyebrow,straight eyebrow,brown eyes,normal eyes,almond eyes,,,eye makeup,,,,,closed mouth,,,,,,less makeup,white skin,neutral,,,
00441.jpg,female,young,round head,,wavy hair,brown hair,,thin eyebrow,straight eyebrow,black eyes,small eyes,deep set eyes,bags under eyes,,eye makeup,,,,,open mouth,,,,,,less makeup,fair skin,happiness,smile,,
00947.jpg,male,old,triangle head,,straight hair,black hair,,bushy eyebrow,straight eyebrow,black eyes,small eyes,deep set eyes,bags under eyes,,,,big nose,,,open mouth,,,,,,less makeup,fair skin,happiness,smile,,
03723.jpg,female,young,oval head,,straight hair,brown hair,,thick eyebrow,round eyebrow,brown eyes,normal eyes,almond eyes,,,eye makeup,,,,lipstick,closed mouth,,,,,,less makeup,pale skin,happiness,smile,,
04053.jpg,male,old,round head,,,,forehead occlusion,normal eyebrow,straight eyebrow,gray eyes,small eyes,deep set eyes,bags under eyes,narrow eyes,,,,,,closed mouth,,,beard,goatee,,less makeup,white skin,neutral,,,hat
00104.jpg,woman,young,oval head,receding hair,,black hair,,normal eyebrow,angled eyebrow,brown eyes,normal eyes,upturned eyes,bags under eyes,,eye makeup,,big nose,,,closed mouth,,,,,,less makeup,pale skin,neutral,,,
04136.jpg,man,aged,round head,bald,,gray hair,,normal eyebrow,straight eyebrow,black eyes,normal eyes,upturned eyes,bags under eyes,,,,bulbous nose,,,closed mouth,double chin,,beard,,,less makeup,white skin,happiness,,,
00126.jpg,female,old,oval head,receding hair,,blonde hair,,normal eyebrow,round eyebrow,blue eyes,normal eyes,almond eyes,bags under eyes,,eye makeup,,big nose,,lipstick,open mouth,,,,,,less makeup,fair skin,happiness,smile,,
04081.jpg,female,young,rectangle head,,,brown hair,,normal eyebrow,round eyebrow,black eyes,normal eyes,almond eyes,,,eye makeup,,pointy nose,,lipstick,closed mouth,,,,,,wearing makeup,white skin,happiness,,,
00277.jpg,woman,young,triangle head,receding hair,wavy hair,brown hair,,thick eyebrow,angled eyebrow,black eyes,big eyes,upturned eyes,bags under eyes,,eye makeup,,bulbous nose,full lips,,open mouth,,,,,,less makeup,pale skin,happiness,smile,,
03177.jpg,woman,young,round head,,,blonde hair,,normal eyebrow,straight eyebrow,blue eyes,normal eyes,almond eyes,,,eye makeup,,,full lips,lipstick,open mouth,,,,,,heavy makeup,fair skin,neutral,,,
04496.jpg,male,aged,oval head,,,black hair,,normal eyebrow,round eyebrow,brown eyes,normal eyes,almond eyes,bags under eyes,,eye makeup,,bulbous nose,,,closed mouth,,,beard,,,less makeup,white skin,neutral,,,
01461.jpg,male,young,round head,,,brown hair,,normal eyebrow,straight eyebrow,blue eyes,normal eyes,deep set eyes,,,eye makeup,,,,,closed mouth,,,,,,less makeup,white skin,neutral,,,
03580.jpg,woman,young,triangle head,,wavy hair,brown hair,,normal eyebrow,straight eyebrow,gray eyes,normal eyes,almond eyes,,,eye makeup,,pointy nose,thick lips,lipstick,closed mouth,,,,,,heavy makeup,pale skin,happiness,,,
04149.jpg,male,young,oval head,,straight hair,black hair,,thick eyebrow,straight eyebrow,black eyes,small eyes,deep set eyes,bags under eyes,narrow eyes,,,big nose,,,open mouth,,,,,,less makeup,pale skin,happiness,smile,,
04192.jpg,female,young,oval head,,straight hair,brown hair,,thin eyebrow,angled eyebrow,blue eyes,normal eyes,upturned eyes,,,eye makeup,,pointy nose,big lips,lipstick,open mouth,,,,,,heavy makeup,white skin,happiness,smile,,
01152.jpg,man,old,round head,,,brown hair,,bushy eyebrow,straight eyebrow,brown eyes,small eyes,deep set eyes,bags under eyes,,,,big nose,,,closed mouth,double chin,,,,,less makeup,white skin,happiness,smile,,
00411.jpg,man,young,oval head,,,black hair,,normal eyebrow,straight eyebrow,black eyes,normal eyes,almond eyes,,,,,,,,closed mouth,,,beard,goatee,,less makeup,wheat colour skin,neutral,,sunglasses,
04001.jpg,female,young,round head,,,brown hair,,thick eyebrow,angled eyebrow,black eyes,normal eyes,almond eyes,,,eye makeup,,bulbous nose,,lipstick,open mouth,,,,,,heavy makeup,white skin,happiness,happy,,
00163.jpg,woman,young,oval head,,wavy hair,brown hair,,normal eyebrow,angled eyebrow,gray eyes,small eyes,upturned eyes,,,eye makeup,,big nose,,lipstick,open mouth,,,,,,wearing makeup,fair skin,happiness,happy,,
02650.jpg,female,young,oval head,,,blond hair,,normal eyebrow,round eyebrow,gray eyes,normal eyes,almond eyes,,,eye makeup,,,full lips,lipstick,closed mouth,,,,,,wearing makeup,white skin,neutral,,,
02869.jpg,woman,young,square head,,straight hair,blonde hair,,normal eyebrow,straight eyebrow,black eyes,big eyes,upturned eyes,bags under eyes,,,,bulbous nose,full lips,lipstick,closed mouth,,,,,,less makeup,pale skin,happiness,smile,,
02453.jpg,male,old,round head,,,gray hair,,normal eyebrow,round eyebrow,black eyes,small eyes,deep set eyes,bags under eyes,,,,bulbous nose,,,closed mouth,,,beard,,,less makeup,white skin,happiness,smile,,
04181.jpg,woman,young,oval head,,,blonde hair,,normal eyebrow,angled eyebrow,gray eyes,normal eyes,downturned eyes,,,eye makeup,,,,,open mouth,,,,,,less makeup,white skin,happiness,happy,,
01263.jpg,male,old,triangle head,,,black hair,,thick eyebrow,straight eyebrow,gray eyes,normal eyes,deep set eyes,,,,,big nose,,,closed mouth,,mustache,beard,goatee,,less makeup,fair skin,neutral,,,
01293.jpg,woman,aged,square head,,wavy hair,blonde hair,,thick eyebrow,angled eyebrow,blue eyes,normal eyes,upturned eyes,bags under eyes,,eye makeup,,,big lips,lipstick,closed mouth,,,,,,less makeup,white skin,neutral,,,
